HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Place of Service,Number of Providers,Number of Services,Number of Unique Beneficiary/Provider Interactions,Number of Distinct Medicare Beneficiary/Per Day Services,Average Submitted Charge Amount,Minimum Submitted Charge Amount,Maximum Submitted Charge Amount,Standard Deviation of Submitted Charge Amount,Average Medicare Allowed Amount,Minimum Medicare Allowed Amount,Maximum Medicare Allowed Amount,Standard Deviation of Medicare Allowed Amount,Average Medicare Payment Amount,Minimum Medicare Payment Amount,Maximum Medicare Payment Amount,Standard Deviation of Medicare Payment Amount
G0106,"Colorectal cancer screening; alternative to g0104, screening sigmoidoscopy, barium enema",N,O,31,204,204,204,61.03,10.00,645.00,133.07,37.37,10.00,231.79,59.53,29.85,8.00,185.43,47.65
G0108,"Diabetes outpatient self-management training services, individual, per 30 minutes",N,F,233,4306,1861,2350,90.62,29.95,260.00,40.88,51.48,29.95,69.59,3.42,39.35,0.00,55.67,4.82
G0108,"Diabetes outpatient self-management training services, individual, per 30 minutes",N,O,3283,107415,45184,65321,89.79,20.00,400.00,37.89,52.16,20.00,69.59,4.07,39.03,0.00,55.11,4.42
G0109,"Diabetes outpatient self-management training services, group session (2 or more), per 30 minutes",N,F,83,10428,1072,2136,70.34,15.88,135.00,31.70,16.32,14.38,18.57,0.73,12.53,0.00,14.79,1.06
G0109,"Diabetes outpatient self-management training services, group session (2 or more), per 30 minutes",N,O,1489,118244,16689,29803,38.01,5.66,200.00,16.50,16.10,5.15,19.35,0.97,12.23,0.00,15.48,1.20
G0117,Glaucoma screening for high risk patients furnished by an optometrist or ophthalmologist,N,O,124,348,348,348,82.59,0.01,350.00,52.27,49.33,0.01,61.12,10.44,32.34,0.00,48.68,13.29
G0118,Glaucoma screening for high risk patient furnished under the direct supervision of an optometrist or ophthalomologist,N,O,3,11,11,11,56.36,45.00,125.00,21.75,33.17,31.65,44.29,3.71,17.33,14.07,35.43,7.08
G0120,"Colorectal cancer screening; alternative to g0105, screening colonoscopy, barium enema.",N,F,64,113,113,113,431.51,87.00,1500.00,300.42,84.14,13.35,268.12,71.60,65.59,10.68,214.50,54.16
G0120,"Colorectal cancer screening; alternative to g0105, screening colonoscopy, barium enema.",N,O,21,29,29,29,437.82,52.00,1200.00,283.36,197.12,46.73,258.71,57.70,157.69,37.38,206.97,46.16
G0121,Colorectal cancer screening; colonoscopy on individual not meeting criteria for high risk,N,F,17879,335238,334338,335205,1121.51,75.00,19610.00,813.17,246.35,29.35,451.15,52.88,245.91,0.00,451.15,52.97
G0121,Colorectal cancer screening; colonoscopy on individual not meeting criteria for high risk,N,O,1617,8197,8179,8195,965.02,0.01,4000.00,474.52,393.37,0.01,494.50,76.57,392.13,0.00,494.50,77.39
G0123,"Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, screening by cytotechnologist under physician supervision",N,F,11,19,19,19,71.12,54.45,123.00,16.40,28.34,28.02,28.70,0.34,28.34,28.02,28.70,0.34
G0123,"Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, screening by cytotechnologist under physician supervision",N,O,945,222591,222471,222583,70.69,0.01,660.58,19.23,27.68,0.01,28.70,2.80,27.67,0.00,28.70,2.82
G0124,"Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, requiring interpretation by physician",N,F,933,12254,12204,12254,66.97,24.65,204.00,23.56,29.56,24.16,34.83,1.86,27.54,0.00,34.83,3.28
G0124,"Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, requiring interpretation by physician",N,O,1025,52484,51950,52477,59.06,0.01,207.75,16.80,28.80,0.01,34.83,1.68,28.19,0.00,34.83,2.38
G0127,"Trimming of dystrophic nails, any number",N,F,634,21394,11989,21385,34.56,7.72,282.87,26.84,6.49,3.71,8.69,1.39,4.85,0.00,6.95,1.11
G0127,"Trimming of dystrophic nails, any number",N,O,3230,733993,292383,733544,36.27,0.01,250.00,16.80,16.76,0.01,28.14,3.95,12.48,0.00,22.51,3.00
G0130,"Single energy x-ray absorptiometry (sexa) bone density study, one or more sites; appendicular skeleton (peripheral) (eg, radius, wrist, heel)",N,O,99,1064,1064,1064,123.78,0.01,400.00,91.18,31.19,0.01,40.19,5.24,31.04,0.01,40.19,5.24
G0141,"Screening cytopathology smears, cervical or vaginal, performed by automated system, with manual rescreening, requiring interpretation by physician",N,F,102,1401,1395,1401,77.11,13.50,582.00,40.63,29.07,13.50,32.70,2.18,29.05,13.50,32.70,2.19
G0141,"Screening cytopathology smears, cervical or vaginal, performed by automated system, with manual rescreening, requiring interpretation by physician",N,O,138,3045,3035,3045,68.14,14.00,118.00,23.32,29.22,14.00,32.05,2.17,29.21,14.00,32.05,2.17
G0143,"Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, with manual screening and rescreening by cytotechnologist under physician supervision",N,O,43,6266,6266,6266,94.68,26.24,134.10,19.01,28.44,14.97,28.70,1.86,28.43,14.97,28.70,1.86
G0144,"Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, with  screening by automated system, under physician supervision",N,O,23,2599,2597,2599,86.21,29.89,116.69,40.32,30.04,20.67,30.26,0.99,30.04,20.67,30.26,0.99
G0145,"Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, with  screening by automated system and manual rescreening under physician supervision",N,O,899,663531,663179,663510,85.44,15.00,157.02,16.10,35.76,15.00,37.52,2.85,35.74,15.00,37.52,2.85
G0147,"Screening cytopathology smears,  cervical or vaginal, performed by automated system under physician supervision",N,O,4,21,21,21,26.62,21.00,100.00,18.39,16.07,14.97,16.12,0.24,16.07,14.97,16.12,0.24
G0148,"Screening cytopathology smears, cervical or vaginal, performed by automated system with manual rescreening",N,O,29,2307,2307,2307,87.73,28.00,105.06,25.40,21.26,14.97,21.53,1.21,21.26,14.97,21.53,1.21
G0166,"External counterpulsation, per treatment session",N,F,74,2186,197,2072,281.59,28.57,604.59,144.23,130.87,26.28,169.45,29.19,102.90,7.82,135.56,27.42
G0166,"External counterpulsation, per treatment session",N,O,1288,206000,10504,191741,398.18,5.00,7424.62,302.20,155.95,5.00,200.14,18.15,123.56,0.00,160.11,15.18
G0168,Wound closure utilizing tissue adhesive(s) only,N,F,15210,32523,32388,32450,205.16,0.01,1232.00,170.89,24.68,0.01,106.77,3.39,19.19,0.00,85.42,3.50
G0168,Wound closure utilizing tissue adhesive(s) only,N,O,1380,3343,2707,3305,150.99,0.01,704.00,77.93,86.27,0.01,123.97,19.75,66.40,0.00,99.18,18.56
G0179,"Physician re-certification for medicare-covered home health  services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians to affirm the initial i",N,F,4157,46661,24992,46619,115.64,10.00,350.00,47.62,40.19,10.00,50.28,2.57,30.73,0.00,40.22,3.24
G0179,"Physician re-certification for medicare-covered home health  services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians to affirm the initial i",N,O,49199,1246216,587117,1241555,84.06,1.67,1969.69,34.87,39.86,1.67,50.28,3.49,30.21,0.00,40.22,3.49
G0180,"Physician certification for medicare-covered home health  services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians to affirm the initial impl",N,F,7243,70671,62557,70601,140.60,1.67,1156.00,57.99,52.70,1.67,64.03,3.10,41.30,0.00,51.22,3.36
G0180,"Physician certification for medicare-covered home health  services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians to affirm the initial impl",N,O,68201,1320885,1110169,1309151,109.04,0.01,5600.00,45.56,52.35,0.01,65.61,5.45,40.75,0.00,52.49,4.74
G0181,Physician supervision of a patient receiving medicare-covered services provided by a participating home health agency (patient not present) requiring complex and multidisciplinary care modalities involving regular physician development and/or revision of,N,F,265,1912,1312,1912,199.36,75.00,497.00,73.10,105.05,75.00,118.24,6.47,82.25,0.00,94.59,7.63
G0181,Physician supervision of a patient receiving medicare-covered services provided by a participating home health agency (patient not present) requiring complex and multidisciplinary care modalities involving regular physician development and/or revision of,N,O,9556,427391,178739,427022,157.85,3.86,2480.24,50.75,104.67,3.86,135.98,8.38,82.52,0.00,108.78,7.12
G0182,"Physician supervision of a patient under a medicare-approved hospice (patient not present) requiring complex and multidisciplinary care modalities involving regular physician development and/or revision of care plans, review of subsequent reports of patie",N,F,212,997,650,997,190.10,79.35,559.00,81.16,105.12,79.35,116.09,6.18,81.08,41.59,92.87,7.20
G0182,"Physician supervision of a patient under a medicare-approved hospice (patient not present) requiring complex and multidisciplinary care modalities involving regular physician development and/or revision of care plans, review of subsequent reports of patie",N,O,3944,35058,19194,35018,172.19,30.00,758.82,60.21,104.71,30.00,137.43,8.13,80.32,0.00,109.94,9.56
G0186,"Destruction of localized lesion of choroid (for example, choroidal neovascularization); photocoagulation, feeder vessel technique (one or more sessions)",N,O,11,141,112,141,2042.38,1910.00,2052.00,33.65,1017.72,559.79,1065.58,60.94,813.38,447.83,852.46,49.96
G0202,"Screening mammography, producing direct digital image, bilateral, all views",N,F,11818,3475946,3475860,3475864,102.60,23.30,422.00,35.86,34.51,16.60,149.42,1.61,34.47,0.00,149.42,1.62
G0202,"Screening mammography, producing direct digital image, bilateral, all views",N,O,13126,2232843,2180717,2181337,257.86,20.00,1166.00,106.82,122.99,11.06,181.96,36.35,122.73,0.00,181.96,36.28
G0204,"Diagnostic mammography, producing direct digital image, bilateral, all views",N,F,10609,420073,416851,419852,134.70,15.00,648.70,48.49,43.34,15.00,116.54,2.06,31.72,0.00,93.23,2.85
G0204,"Diagnostic mammography, producing direct digital image, bilateral, all views",N,O,7850,242198,233481,235588,313.62,1.00,1200.00,130.62,154.43,1.00,219.35,41.16,113.96,0.00,175.48,31.48
G0206,"Diagnostic mammography, producing direct digital image, unilateral, all views",N,F,10932,551986,530213,550682,104.92,15.00,974.63,35.92,34.71,0.36,121.61,1.67,25.11,0.00,97.29,2.30
G0206,"Diagnostic mammography, producing direct digital image, unilateral, all views",N,O,8491,307859,287390,301347,251.73,32.28,1300.00,103.84,121.20,30.63,173.16,32.99,87.66,0.00,138.53,24.91
G0237,"Therapeutic procedures to increase strength or endurance of respiratory muscles, face to face, one on one, each 15 minutes (includes monitoring)",N,O,242,124185,2857,43094,30.10,9.28,100.00,15.57,10.86,7.52,13.54,1.36,8.57,0.00,10.83,1.11
G0238,"Therapeutic procedures to improve respiratory function, other than described by g0237, one on one, face to face, per 15 minutes (includes monitoring)",N,O,338,168127,3138,44179,28.94,0.01,290.00,15.25,11.56,0.01,13.32,1.30,9.15,0.00,10.66,1.09
G0239,"Therapeutic procedures to improve respiratory function or increase strength or endurance of respiratory muscles, two or more individuals (includes monitoring)",N,O,61,7281,653,7278,45.37,15.00,239.00,31.25,12.76,9.20,15.34,0.98,10.11,0.00,12.15,0.74
G0245,"Initial physician evaluation and management of a diabetic patient with diabetic sensory neuropathy resulting in a loss of protective sensation (lops) which must include: (1) the diagnosis of lops, (2) a patient history, (3) a physical examination that con",N,F,24,131,131,131,191.41,41.01,335.00,119.01,41.31,34.78,46.78,2.77,31.05,0.00,37.42,4.15
G0245,"Initial physician evaluation and management of a diabetic patient with diabetic sensory neuropathy resulting in a loss of protective sensation (lops) which must include: (1) the diagnosis of lops, (2) a patient history, (3) a physical examination that con",N,O,442,3108,3097,3108,101.34,23.33,289.19,36.94,60.50,23.33,73.06,3.18,44.51,0.00,58.45,6.13
G0246,"Follow-up physician evaluation and management of a diabetic patient with diabetic sensory neuropathy resulting in a loss of protective sensation (lops) to include at least the following: (1) a patient history, (2) a physical examination that includes: (a)",N,F,34,434,376,434,72.31,23.95,193.00,30.78,20.13,17.05,23.48,1.49,14.86,0.00,18.78,1.92
G0246,"Follow-up physician evaluation and management of a diabetic patient with diabetic sensory neuropathy resulting in a loss of protective sensation (lops) to include at least the following: (1) a patient history, (2) a physical examination that includes: (a)",N,O,475,7647,6089,7647,59.25,0.01,300.00,19.81,35.72,0.01,43.20,2.88,25.81,0.00,34.56,3.30
G0247,"Routine foot care by a physician of a diabetic patient with diabetic sensory neuropathy resulting in a loss of protective sensation (lops) to include, the local care of superficial wounds (i.e. superficial to muscle and fascia) and at least the following",N,F,35,450,403,450,117.40,14.00,218.00,56.62,22.52,14.00,26.08,1.71,16.69,2.17,20.86,2.12
G0247,"Routine foot care by a physician of a diabetic patient with diabetic sensory neuropathy resulting in a loss of protective sensation (lops) to include, the local care of superficial wounds (i.e. superficial to muscle and fascia) and at least the following",N,O,429,8162,6336,8161,73.35,0.01,1939.18,50.85,59.19,0.01,77.18,6.02,44.16,0.00,61.74,5.64
G0248,"Demonstration, prior to initiation of home inr monitoring, for patient with either mechanical heart valve(s), chronic atrial fibrillation, or venous thromboembolism who meets medicare coverage criteria, under the direction of a physician; includes: face-t",N,O,1506,47703,47354,47697,331.41,0.01,884.00,55.47,140.15,0.01,169.14,12.42,107.85,0.00,135.30,10.89
G0249,"Provision of test materials and equipment for home inr monitoring of patient with either mechanical heart valve(s), chronic atrial fibrillation, or venous thromboembolism who meets medicare coverage criteria; includes: provision of materials for use in th",N,O,110,735256,124008,735140,263.35,0.69,500.00,23.06,132.36,0.69,155.71,12.71,102.05,0.56,123.32,10.78
G0250,"Physician review, interpretation, and patient management of home inr testing for patient with either mechanical heart valve(s), chronic atrial fibrillation, or venous thromboembolism who meets medicare coverage criteria; testing not occurring more frequen",N,F,249,6561,2255,6556,27.80,9.00,100.00,14.16,8.56,7.47,10.27,0.78,6.74,0.00,8.22,0.69
G0250,"Physician review, interpretation, and patient management of home inr testing for patient with either mechanical heart valve(s), chronic atrial fibrillation, or venous thromboembolism who meets medicare coverage criteria; testing not occurring more frequen",N,O,6355,215768,45532,215688,23.17,5.00,300.00,16.82,9.19,2.41,12.32,0.71,7.13,0.00,9.86,0.67
G0260,"Injection procedure for sacroiliac joint; provision of anesthetic, steroid and/or other therapeutic agent, with or without arthrography",N,F,1422,62523,33401,47143,1767.22,123.00,14956.00,1140.62,252.43,113.89,445.28,43.04,199.22,62.35,356.22,34.19
G0268,Removal of impacted cerumen (one or both ears) by physician on same date of service as audiologic function testing,N,F,216,2383,2206,2382,83.62,27.00,470.80,39.07,32.09,0.23,36.04,3.16,24.14,0.00,28.83,4.12
G0268,Removal of impacted cerumen (one or both ears) by physician on same date of service as audiologic function testing,N,O,4174,127967,119264,127919,98.75,0.01,400.00,34.26,50.46,0.01,94.00,4.97,38.15,0.00,75.20,4.70
G0270,"Medical nutrition therapy; reassessment and subsequent intervention(s) following second referral in same year for change in diagnosis, medical condition or treatment regimen (including additional hours needed for renal disease), individual, face to face w",N,F,28,756,172,289,48.76,20.00,85.00,15.97,22.85,20.00,26.13,1.51,22.85,20.00,26.13,1.51
J2150,"Injection, mannitol, 25% in 50 ml",Y,O,2789,32705,8705,22343,8.71,0.69,261.60,10.15,1.45,0.68,2.14,0.26,1.14,0.00,1.71,0.22
G0270,"Medical nutrition therapy; reassessment and subsequent intervention(s) following second referral in same year for change in diagnosis, medical condition or treatment regimen (including additional hours needed for renal disease), individual, face to face w",N,O,236,21430,2718,6021,46.45,17.00,174.00,22.62,26.12,17.00,30.42,1.59,26.11,15.56,30.42,1.59
G0271,"Medical nutrition therapy, reassessment and subsequent intervention(s) following second referral in same year for change in diagnosis, medical condition, or treatment regimen (including additional hours needed for renal disease), group (2 or more individu",N,F,5,36,15,18,23.83,19.00,41.00,7.23,12.19,12.08,12.61,0.16,12.19,12.08,12.61,0.16
G0271,"Medical nutrition therapy, reassessment and subsequent intervention(s) following second referral in same year for change in diagnosis, medical condition, or treatment regimen (including additional hours needed for renal disease), group (2 or more individu",N,O,20,299,101,133,43.81,13.93,150.00,16.62,13.17,10.84,15.40,0.84,13.17,10.84,15.40,0.84
G0275,"Renal angiography, non-selective, one or both kidneys, performed at the same time as cardiac catheterization and/or coronary angiography, includes positioning or placement of any catheter in the abdominal aorta at or near the origins (ostia) of the renal",N,F,1483,6221,6094,6134,76.13,12.22,2784.00,147.19,12.49,11.77,16.98,0.53,9.95,0.00,13.58,0.54
G0275,"Renal angiography, non-selective, one or both kidneys, performed at the same time as cardiac catheterization and/or coronary angiography, includes positioning or placement of any catheter in the abdominal aorta at or near the origins (ostia) of the renal",N,O,54,94,94,94,70.31,12.66,555.00,73.49,12.55,12.01,16.98,0.64,9.98,7.85,13.58,0.64
G0278,"Iliac and/or femoral artery angiography, non-selective, bilateral or ipsilateral to catheter insertion, performed at the same time as cardiac catheterization and/or coronary angiography, includes positioning or placement of the catheter in the distal aort",N,F,1604,13028,12501,12941,61.17,1.00,1700.00,79.74,12.82,1.00,14.39,0.56,10.20,0.00,11.51,0.52
G0278,"Iliac and/or femoral artery angiography, non-selective, bilateral or ipsilateral to catheter insertion, performed at the same time as cardiac catheterization and/or coronary angiography, includes positioning or placement of the catheter in the distal aort",N,O,63,123,123,123,94.58,12.66,808.00,131.30,12.36,11.96,13.80,0.36,9.82,8.04,11.04,0.44
G0281,"Electrical stimulation, (unattended), to one or more areas, for chronic stage iii and stage iv pressure ulcers, arterial ulcers, diabetic ulcers, and venous statsis ulcers not demonstrating measurable signs of healing after 30 days of conventional care, a",N,O,147,5780,920,5774,38.02,10.00,125.00,15.37,12.51,9.45,15.23,1.12,9.92,0.00,12.18,0.88
G0283,"Electrical stimulation (unattended), to one or more areas for indication(s) other than wound care, as part of a therapy plan of care",N,F,24,74,43,74,41.38,12.21,200.00,45.25,12.32,10.66,14.17,0.84,7.67,2.96,11.34,3.27
G0283,"Electrical stimulation (unattended), to one or more areas for indication(s) other than wound care, as part of a therapy plan of care",N,O,35383,6760683,976217,6748696,30.95,0.01,300.00,14.63,12.22,0.01,28.93,0.88,9.61,0.00,23.14,0.76
G0288,"Reconstruction, computed tomographic angiography of aorta for surgical planning for vascular surgery",N,F,12,452,416,452,360.70,335.00,716.00,94.32,58.02,55.69,76.10,1.78,45.99,44.55,60.88,1.46
G0288,"Reconstruction, computed tomographic angiography of aorta for surgical planning for vascular surgery",N,O,118,2414,2147,2408,788.00,65.79,1554.00,515.78,65.70,54.88,75.34,6.21,51.74,0.00,60.27,4.77
G0289,"Arthroscopy, knee, surgical, for removal of loose body, foreign body, debridement/shaving of articular cartilage (chrondroplasty) at the time of other surgical knee arthroscopy in a different compartment of the same knee",N,F,2035,3924,3757,3774,1507.23,0.01,11806.00,1475.37,84.91,0.01,121.29,15.60,67.11,0.00,97.03,13.35
G0289,"Arthroscopy, knee, surgical, for removal of loose body, foreign body, debridement/shaving of articular cartilage (chrondroplasty) at the time of other surgical knee arthroscopy in a different compartment of the same knee",N,O,39,53,50,50,1446.29,88.46,5944.00,1557.77,87.43,79.50,98.92,5.20,68.97,12.06,79.14,8.88
G0306,"Complete cbc, automated (hgb, hct, rbc, wbc, without platelet count) and automated wbc differential count",N,O,382,68426,50733,68413,30.30,0.01,80.00,6.89,10.97,0.01,11.02,0.28,10.96,0.01,11.02,0.28
G0307,"Complete (cbc), automated (hgb, hct, rbc, wbc; without platelet count)",N,O,204,40909,32065,40908,32.52,9.11,101.99,6.50,8.89,6.56,9.17,0.78,8.89,6.56,9.17,0.78
