HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Place of Service,Number of Providers,Number of Services,Number of Unique Beneficiary/Provider Interactions,Number of Distinct Medicare Beneficiary/Per Day Services,Average Submitted Charge Amount,Average Medicare Allowed Amount,Average Medicare Payment Amount,Average Medicare Standardized Payment Amount
01202,Anesthesia for procedure on hip joint using an endoscope,N,F,2530,3265,3252,3264,1311.92,184.12,141.50,143.69
01202,Anesthesia for procedure on hip joint using an endoscope,N,O,48,58,58,58,1297.00,172.86,126.94,130.30
01210,Anesthesia for open surgical procedure on hip joint,N,F,36038,91226,90851,91207,1607.52,223.90,173.90,174.69
01210,Anesthesia for open surgical procedure on hip joint,N,O,47,89,86,89,1800.97,163.27,127.70,127.22
01212,Anesthesia for open hip joint dislocation,N,F,281,289,288,288,2519.82,334.65,260.08,262.56
01214,Anesthesia for open total hip joint replacement,N,F,45944,227177,226269,227136,1915.16,265.39,206.52,207.11
01214,Anesthesia for open total hip joint replacement,N,O,48,57,57,57,2770.08,298.96,234.09,237.58
01215,Anesthesia for open revision of total hip joint replacement,N,F,18811,31104,30798,31088,2525.68,345.02,269.16,269.09
01220,Anesthesia for closed procedure on upper two-thirds of thigh bone,N,F,12966,17662,17636,17660,1135.14,154.20,119.66,120.04
01220,Anesthesia for closed procedure on upper two-thirds of thigh bone,N,O,7,32,21,32,654.59,145.93,110.82,106.26
01230,Anesthesia for open procedure on upper two-thirds of thigh bone,N,F,47583,170829,170342,170799,1574.85,215.11,167.08,167.35
01230,Anesthesia for open procedure on upper two-thirds of thigh bone,N,O,30,33,33,33,1776.85,187.14,144.62,145.48
01232,Anesthesia for open amputation at upper two-thirds of thigh bone,N,F,14237,19532,19353,19526,1428.76,189.35,147.41,148.57
01234,Anesthesia for open removal of muscle or tissue at upper two-thirds of thigh bone,N,F,164,171,171,171,2530.02,363.85,282.29,284.17
01250,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of upper leg",N,F,13140,16950,16791,16947,1135.57,157.42,121.92,122.50
01250,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of upper leg",N,O,108,184,176,184,1037.13,115.26,89.92,88.84
01260,Anesthesia for procedure on veins of upper leg,N,F,1952,2557,2488,2557,1056.68,150.89,115.56,116.82
01260,Anesthesia for procedure on veins of upper leg,N,O,70,889,499,889,985.19,109.40,84.70,85.24
01270,Anesthesia for procedure on arteries of upper leg,N,F,24819,52432,51813,52361,2580.97,351.54,274.21,274.96
01270,Anesthesia for procedure on arteries of upper leg,N,O,72,463,434,463,2129.65,322.26,251.40,245.35
01272,Anesthesia for groin artery bypass graft and tying of upper leg artery,N,F,158,207,204,207,1459.85,249.52,194.07,199.20
01274,Anesthesia for removal of groin artery blood clot,N,F,4731,5438,5397,5427,1959.04,264.35,205.73,206.68
01320,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and/or bursae of knee",N,F,10366,12877,12657,12876,1169.51,157.01,121.51,122.34
01320,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and/or bursae of knee",N,O,123,398,273,398,785.28,119.92,91.79,93.95
01340,Anesthesia for closed procedure on lower one-third of thigh bone,N,F,881,908,908,908,1298.47,176.85,136.84,138.47
01360,Anesthesia for open procedure on lower one-third of thigh bone,N,F,12625,16110,16056,16105,1706.40,230.82,179.28,180.30
01360,Anesthesia for open procedure on lower one-third of thigh bone,N,O,12,13,13,13,1029.46,147.99,116.03,115.66
01380,Anesthesia for closed procedure on knee joint,N,F,9112,12617,12475,12615,576.37,76.48,58.85,59.20
01380,Anesthesia for closed procedure on knee joint,N,O,157,646,439,646,538.60,94.13,72.88,72.29
01382,Anesthesia for diagnostic examination of knee joint using an endoscope,N,F,3387,5437,5427,5436,876.98,117.51,90.38,91.79
01382,Anesthesia for diagnostic examination of knee joint using an endoscope,N,O,16,17,17,17,1082.35,105.46,82.68,83.32
01390,Anesthesia for closed procedure at kneecap and/or upper foreleg bones,N,F,1222,1263,1260,1263,964.72,127.38,98.00,98.78
01392,Anesthesia for open procedure at kneecap and upper foreleg bones,N,F,17235,22963,22814,22956,1454.48,195.79,151.42,152.40
01392,Anesthesia for open procedure at kneecap and upper foreleg bones,N,O,50,51,51,51,1132.85,159.89,123.67,123.84
01400,Anesthesia for open or endoscopic procedure on knee including,N,F,44877,193646,192607,193618,977.69,137.11,105.90,107.04
01400,Anesthesia for open or endoscopic procedure on knee including,N,O,856,2299,2289,2297,823.93,120.14,92.41,92.72
01402,Anesthesia for open or endoscopic total knee joint replacement,N,F,52524,458188,454848,458069,1781.00,246.80,191.78,193.37
01402,Anesthesia for open or endoscopic total knee joint replacement,N,O,123,171,171,171,2292.63,282.03,220.11,224.12
01404,Anesthesia for open or endoscopic procedure of dislocated knee,N,F,596,647,645,647,1581.08,206.94,160.24,162.17
01420,"Anesthesia for knee joint cast application, removal, or repair",N,F,226,242,239,242,854.16,123.03,96.06,97.46
01430,Anesthesia for procedure on knee veins,N,F,194,199,199,199,1168.19,168.32,130.09,131.87
01432,Anesthesia for repair of abnormal artery-vein formation of knee,N,F,79,80,80,80,1530.62,209.87,163.27,165.51
01440,Anesthesia for procedure on knee arteries,N,F,1918,2212,2199,2209,2350.51,308.24,239.63,240.24
01440,Anesthesia for procedure on knee arteries,N,O,39,128,126,128,3529.81,342.53,268.54,265.32
01442,Anesthesia for removal of blood clot in artery behind knee,N,F,463,473,473,473,2432.85,345.94,270.48,270.83
01444,Anesthesia for repair of bulging (aneurysm) defect in knee artery,N,F,1646,1785,1776,1784,2885.81,395.83,308.59,308.10
01462,"Anesthesia for closed procedure on lower leg, ankle, and foot",N,F,5814,6769,6720,6766,909.14,120.17,92.57,93.19
01462,"Anesthesia for closed procedure on lower leg, ankle, and foot",N,O,67,84,80,84,736.85,87.43,67.80,66.81
01464,Anesthesia for procedure on ankle and/or foot using an endoscope,N,F,4124,4999,4980,4997,1039.28,143.51,110.37,111.56
01464,Anesthesia for procedure on ankle and/or foot using an endoscope,N,O,75,83,83,83,831.42,122.09,93.93,97.10
01470,"Anesthesia for procedure on nerves, muscles, tendons, and fascia of lower leg, ankle, and foot",N,F,28702,51990,51387,51973,900.29,126.66,97.66,98.66
01470,"Anesthesia for procedure on nerves, muscles, tendons, and fascia of lower leg, ankle, and foot",N,O,436,656,655,656,826.93,108.48,83.81,84.19
01472,Anesthesia for procedure to repair calf muscle tendon,N,F,5154,5959,5942,5958,1363.69,189.96,146.60,148.66
01472,Anesthesia for procedure to repair calf muscle tendon,N,O,88,98,98,98,1210.28,158.84,122.07,124.93
01474,Anesthesia for procedure to repair calf muscle,N,F,3380,4438,4429,4438,1510.85,214.15,165.52,168.19
01474,Anesthesia for procedure to repair calf muscle,N,O,74,92,92,92,1005.48,163.21,123.86,125.22
01480,"Anesthesia for open procedure on bones of lower leg, ankle and foot",N,F,61564,306471,302169,306363,1055.49,142.78,110.11,111.06
01480,"Anesthesia for open procedure on bones of lower leg, ankle and foot",N,O,1194,3666,3597,3665,934.45,125.73,96.40,97.15
01482,Anesthesia for open amputation below the knee,N,F,19635,28548,28188,28535,1314.31,176.52,137.28,138.34
01482,Anesthesia for open amputation below the knee,N,O,13,17,17,17,703.38,203.34,158.67,153.67
01484,"Anesthesia for open reconstruction of lower leg, ankle, and/or foot bone",N,F,1380,1559,1554,1559,1514.63,208.35,160.11,162.07
01486,Anesthesia for open total ankle joint replacement,N,F,2344,3066,3058,3063,2116.40,308.97,239.13,241.06
01490,"Anesthesia for lower leg cast application, removal, or repair",N,F,144,154,151,154,804.63,105.91,82.42,83.14
01500,Anesthesia for procedure on arteries of lower leg including bypass graft,N,F,2181,2785,2668,2784,2881.27,326.59,254.13,251.60
01500,Anesthesia for procedure on arteries of lower leg including bypass graft,N,O,45,300,289,300,3653.46,314.02,243.66,245.46
01502,Anesthesia for lower leg artery bypass graft or blood clot removal,N,F,947,976,974,976,2079.33,272.52,212.02,210.51
01520,Anesthesia for procedure on veins of lower leg,N,F,3088,4254,4163,4251,1038.69,143.04,109.80,109.76
01520,Anesthesia for procedure on veins of lower leg,N,O,152,684,604,684,1711.48,145.67,113.35,107.45
01522,Anesthesia for removal of lower leg vein obstruction,N,F,356,383,375,382,2026.11,273.31,213.30,212.15
0159T,Computer-aided detection and computer algorithm analysis of breast MRI image data,N,F,1080,9833,9702,9829,51.92,4.52,3.45,3.46
0159T,Computer-aided detection and computer algorithm analysis of breast MRI image data,N,O,585,6331,6226,6304,126.21,9.00,6.93,6.96
01610,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of shoulder and underarm",N,F,37496,88674,88399,88657,1436.79,195.63,151.94,152.54
01610,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of shoulder and underarm",N,O,618,2038,2031,2038,1227.32,165.95,128.79,124.45
01620,Anesthesia for closed procedure on upper arm bone and shoulder joint,N,F,6717,8129,8042,8122,737.35,102.86,78.73,79.64
01620,Anesthesia for closed procedure on upper arm bone and shoulder joint,N,O,110,333,277,333,668.12,101.95,77.75,78.19
01622,Anesthesia for diagnostic examination of shoulder joint using an endoscope,N,F,1693,2622,2614,2620,1227.88,166.51,128.31,131.57
01630,Anesthesia for open or endoscopic procedure at upper arm and shoulder joint including,N,F,42516,167231,166538,167198,1396.79,198.77,153.62,155.79
01630,Anesthesia for open or endoscopic procedure at upper arm and shoulder joint including,N,O,859,2465,2457,2463,1225.84,178.96,138.03,137.92
01634,Anesthesia for open or endoscopic procedure of dislocated shoulder joint,N,F,52,53,53,53,1964.58,292.08,225.65,228.28
01636,"Anesthesia for open or endoscopic amputation of arm, shoulder blade, and collar bone",N,F,37,37,37,37,3017.54,452.68,354.22,360.87
01638,Anesthesia for open or endoscopic total shoulder joint replacement,N,F,27973,75221,74847,75192,2222.97,310.40,241.42,243.77
01638,Anesthesia for open or endoscopic total shoulder joint replacement,N,O,29,29,29,29,2911.72,350.77,275.00,279.72
01650,Anesthesia for procedure on arteries of shoulder and underarm,N,F,824,872,869,871,1649.49,226.51,175.35,176.44
01652,Anesthesia for repair of bulging (aneurysm) defect in upper arm artery,N,F,711,764,762,764,2156.51,288.50,224.91,225.42
01654,Anesthesia for bypass graft in shoulder or underarm artery,N,F,355,377,375,377,2478.30,346.77,267.74,270.45
01656,Anesthesia for bypass graft from groin artery to shoulder or underarm artery,N,F,1569,1703,1696,1703,3186.76,435.26,340.47,339.39
01670,Anesthesia for procedure on veins of shoulder and underarm,N,F,106,107,107,107,1300.59,186.72,142.06,146.36
01680,"Anesthesia for cast application, removal or repair",N,F,21,21,21,21,1137.78,170.93,133.89,133.43
01710,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of upper arm and elbow",N,F,17359,25790,25620,25784,917.39,127.25,98.10,99.68
01710,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of upper arm and elbow",N,O,351,506,492,506,846.48,112.53,85.68,86.99
01712,Anesthesia for open incision of elbow to shoulder tendon,N,F,1273,1399,1392,1397,1084.99,150.20,114.96,117.95
01712,Anesthesia for open incision of elbow to shoulder tendon,N,O,24,24,24,24,1344.90,125.89,98.62,99.22
01714,Anesthesia for repair of elbow to shoulder tendon,N,F,13,13,13,13,1375.21,220.54,171.91,177.18
01716,Anesthesia for suture of upper arm and elbow tendon to bone,N,F,1465,1713,1712,1713,1417.27,196.44,151.51,154.97
01716,Anesthesia for suture of upper arm and elbow tendon to bone,N,O,35,37,37,37,1467.44,182.18,136.37,141.03
0171T,Insertion of lower spine spinous process distraction device using imaging guidance,N,F,218,780,778,778,4623.03,1133.17,886.40,904.16
0172T,Insertion of lower spine spinous process distraction device using imaging guidance,N,F,91,196,186,186,1626.80,256.52,200.87,201.12
01730,Anesthesia for closed procedure on upper arm and elbow,N,F,1263,1311,1305,1310,919.19,125.53,97.17,97.38
01730,Anesthesia for closed procedure on upper arm and elbow,N,O,10,13,12,13,908.73,108.64,85.18,83.83
01732,Anesthesia for diagnostic examination of elbow joint using an endoscope,N,F,66,67,67,67,1153.45,169.49,129.91,132.07
01740,Anesthesia for open or endoscopic procedure on elbow,N,F,17356,23090,22920,23084,1485.27,201.30,156.08,156.85
01740,Anesthesia for open or endoscopic procedure on elbow,N,O,140,165,165,165,1180.65,161.08,125.73,124.09
01742,Anesthesia for open or endoscopic procedure at upper arm bone,N,F,226,232,232,232,1645.57,223.81,175.33,176.11
01744,Anesthesia for open or endoscopic repair of non-healed fracture of upper arm bone,N,F,4894,5435,5418,5433,1881.39,251.12,195.06,196.39
0174T,Computer algorithm analysis of digital image data,N,O,6,935,905,935,69.00,18.56,13.06,13.17
01756,Anesthesia for open or endoscopic surgical procedure on elbow,N,F,623,641,640,641,1663.70,227.65,176.99,178.06
01758,Anesthesia for open or endoscopic removal cyst or tumor of upper arm,N,F,270,278,276,278,1248.97,177.69,138.19,136.50
01760,Anesthesia for open or endoscopic total elbow joint replacement,N,F,1440,1545,1538,1545,2244.43,300.50,232.54,235.51
01770,Anesthesia for procedure on arteries of upper arm and elbow,N,F,5481,7151,7109,7149,1598.14,214.57,166.65,167.34
01770,Anesthesia for procedure on arteries of upper arm and elbow,N,O,28,762,571,762,1472.89,195.54,151.93,142.00
01772,Anesthesia for removal of blood clot from upper arm or elbow artery,N,F,1841,1963,1950,1962,1593.97,213.01,165.45,165.88
01772,Anesthesia for removal of blood clot from upper arm or elbow artery,N,O,15,90,87,90,4024.74,226.80,175.32,162.23
01780,Anesthesia for procedure on veins of upper arm and elbow,N,F,451,477,476,477,1250.43,160.75,125.32,125.36
01782,Anesthesia for suture of upper arm or elbow vein,N,F,67,67,67,67,1400.69,198.14,149.97,155.38
01810,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of forearm, wrist, and hand",N,F,47882,276542,271680,276464,729.06,101.48,77.98,78.93
01810,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of forearm, wrist, and hand",N,O,1523,7301,7163,7286,638.85,84.96,65.59,65.45
01820,"Anesthesia for closed procedure on bones of forearm, wrist, or hand",N,F,9072,11631,11581,11626,781.58,110.96,85.08,86.23
01820,"Anesthesia for closed procedure on bones of forearm, wrist, or hand",N,O,134,152,151,152,750.48,94.09,72.93,74.02
01829,Anesthesia for diagnostic examination of the wrist using an endoscope,N,F,136,142,142,142,1076.02,147.48,114.02,114.34
01829,Anesthesia for diagnostic examination of the wrist using an endoscope,N,O,7,12,12,12,380.00,130.13,102.02,102.74
01830,"Anesthesia for open or endoscopic procedure on bones of forearm, wrist, or hand",N,F,41140,117629,116611,117593,1060.38,145.60,112.24,113.42
01830,"Anesthesia for open or endoscopic procedure on bones of forearm, wrist, or hand",N,O,855,2004,1980,2001,960.97,126.13,97.56,96.86
01832,Anesthesia for open or endoscopic total wrist joint replacement,N,F,156,171,170,170,1630.82,248.04,191.32,196.18
01840,"Anesthesia for procedure on arteries of forearm, wrist, and hand",N,F,4613,5843,5821,5843,1497.94,205.77,159.28,158.59
01840,"Anesthesia for procedure on arteries of forearm, wrist, and hand",N,O,35,51,51,51,1068.59,192.57,148.84,142.64
01842,"Anesthesia for removal of blood clot from forearm, wrist, or hand artery",N,F,568,581,579,581,1620.55,221.67,170.78,171.52
01842,"Anesthesia for removal of blood clot from forearm, wrist, or hand artery",N,O,11,20,19,20,4580.66,258.28,199.96,184.50
01844,Anesthesia for placement or revision of blood flow shunt,N,F,40054,171316,166083,171128,1589.72,216.44,167.96,168.33
01844,Anesthesia for placement or revision of blood flow shunt,N,O,355,4105,3427,4100,1515.02,222.74,173.56,161.06
0184T,Removal of rectal tumor using an endoscope,N,F,117,206,203,206,3419.72,730.89,563.16,574.01
01850,"Anesthesia for procedure on veins of forearm, wrist, and hand",N,F,224,270,263,270,1062.85,152.21,118.51,117.67
01850,"Anesthesia for procedure on veins of forearm, wrist, and hand",N,O,7,15,15,15,989.51,127.88,100.06,97.59
01852,"Anesthesia for suture of forearm, wrist, or hand vein",N,F,23,23,23,23,1083.52,140.20,109.75,111.86
01860,"Anesthesia for forearm, wrist, or hand cast application, removal or repair",N,F,82,84,84,84,1174.59,127.12,95.56,95.43
01916,Anesthesia for diagnostic X-ray procedure on arteries or veins,N,F,17534,44791,44256,44780,1424.11,182.16,141.32,140.23
01916,Anesthesia for diagnostic X-ray procedure on arteries or veins,N,O,393,5231,4852,5227,1503.54,199.98,156.26,149.74
0191T,Internal insertion of eye fluid drainage device,N,F,3427,74482,50199,74379,3421.03,1306.87,1017.10,1016.39
0191T,Internal insertion of eye fluid drainage device,N,O,288,1303,968,1302,2346.45,856.52,667.77,669.73
01920,Anesthesia for procedure on heart vessels and chambers,N,F,3825,10636,10574,10631,1355.29,215.42,167.47,166.80
