HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Place of Service,Number of Providers,Number of Services,Number of Unique Beneficiary/Provider Interactions,Number of Distinct Medicare Beneficiary/Per Day Services,Average Submitted Charge Amount,Minimum Submitted Charge Amount,Maximum Submitted Charge Amount,Standard Deviation of Submitted Charge Amount,Average Medicare Allowed Amount,Minimum Medicare Allowed Amount,Maximum Medicare Allowed Amount,Standard Deviation of Medicare Allowed Amount,Average Medicare Payment Amount,Minimum Medicare Payment Amount,Maximum Medicare Payment Amount,Standard Deviation of Medicare Payment Amount
G0123,"Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, screening by cytotechnologist under physician supervision",N,O,798,186404,186282,186389,72.15,0.01,200.00,18.34,26.95,0.01,27.85,2.71,26.53,0.00,27.85,2.68
G0124,"Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, requiring interpretation by physician",N,F,959,11787,11737,11781,65.97,24.65,167.00,22.36,31.85,24.65,38.06,2.15,29.76,20.53,37.96,3.25
G0124,"Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, requiring interpretation by physician",N,O,1002,48817,48375,48794,62.61,0.01,214.00,20.06,31.11,0.01,39.53,2.06,30.12,0.00,38.74,2.55
G0127,"Trimming of dystrophic nails, any number",N,F,675,21829,12335,21821,33.81,5.00,260.00,15.85,6.20,3.12,8.28,1.33,4.59,0.00,6.49,1.05
G0127,"Trimming of dystrophic nails, any number",N,O,3530,788287,320938,788154,37.52,0.01,2000.00,17.03,17.81,0.01,29.97,4.26,13.09,0.00,23.98,3.23
G0130,"Single energy x-ray absorptiometry (sexa) bone density study, one or more sites; appendicular skeleton (peripheral) (eg, radius, wrist, heel)",N,F,6,100,100,100,131.57,43.93,151.00,41.00,10.52,10.36,10.56,0.07,10.31,10.15,10.35,0.07
G0130,"Single energy x-ray absorptiometry (sexa) bone density study, one or more sites; appendicular skeleton (peripheral) (eg, radius, wrist, heel)",N,O,96,842,840,842,121.03,0.01,400.00,98.28,33.86,0.01,44.47,5.62,33.35,0.01,43.74,5.53
G0141,"Screening cytopathology smears, cervical or vaginal, performed by automated system, with manual rescreening, requiring interpretation by physician",N,F,97,1120,1112,1119,81.81,14.00,582.00,34.93,31.61,14.00,35.45,2.67,31.14,13.72,34.96,2.61
G0141,"Screening cytopathology smears, cervical or vaginal, performed by automated system, with manual rescreening, requiring interpretation by physician",N,O,123,2833,2816,2832,79.11,30.00,176.00,36.06,31.66,28.08,34.31,1.60,31.16,28.08,34.22,1.59
G0143,"Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, with manual screening and rescreening by cytotechnologist under physician supervision",N,O,41,6237,6237,6237,81.14,27.64,150.00,31.59,27.33,19.38,27.85,1.00,26.90,19.07,27.85,1.00
G0144,"Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, with  screening by automated system, under physician supervision",N,O,93,3808,3808,3808,92.85,29.37,152.00,37.57,29.28,20.06,29.37,0.45,28.81,19.66,29.37,0.43
G0145,"Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, with  screening by automated system and manual rescreening under physician supervision",N,F,14,66,66,66,70.79,53.00,94.00,6.92,36.41,36.41,36.41,0.00,35.78,35.68,36.41,0.13
G0145,"Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, with  screening by automated system and manual rescreening under physician supervision",N,O,887,591647,591342,591606,86.62,26.06,206.80,17.10,34.68,20.91,36.42,2.78,34.14,14.26,36.41,2.74
G0147,"Screening cytopathology smears,  cervical or vaginal, performed by automated system under physician supervision",N,O,5,26,26,26,57.00,21.00,75.00,22.65,15.48,14.53,15.65,0.40,15.21,14.34,15.38,0.35
G0148,"Screening cytopathology smears, cervical or vaginal, performed by automated system with manual rescreening",N,O,18,1862,1862,1862,89.80,28.00,108.97,24.53,20.67,14.53,20.89,1.16,20.37,14.24,20.89,1.14
G0166,"External counterpulsation, per treatment session",N,F,99,1874,270,1817,271.64,97.90,626.63,111.55,134.97,97.90,155.46,9.26,100.37,0.89,121.88,17.78
G0166,"External counterpulsation, per treatment session",N,O,1202,183862,9232,170848,424.92,96.87,12540.00,346.32,150.50,61.01,190.96,17.11,117.38,0.00,151.18,14.30
G0168,Wound closure utilizing tissue adhesive(s) only,N,F,15864,32932,32797,32864,221.34,0.01,1586.00,183.59,25.18,0.01,35.26,3.63,19.25,0.00,28.21,3.71
G0168,Wound closure utilizing tissue adhesive(s) only,N,O,1672,4227,3407,4181,163.41,0.01,710.00,80.64,92.67,0.01,137.11,21.80,69.82,0.00,108.60,19.91
G0245,"Initial physician evaluation and management of a diabetic patient with diabetic sensory neuropathy resulting in a loss of protective sensation (lops) which must include: (1) the diagnosis of lops, (2) a patient history, (3) a physical examination that cons",N,O,473,2962,2961,2961,109.51,0.01,350.00,37.83,61.60,0.01,74.27,4.36,44.72,0.00,58.53,7.13
G0179,"Physician re-certification for medicare-covered home health  services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians to affirm the initial im",N,F,4304,48847,26284,48821,114.27,0.01,488.53,44.79,40.75,0.01,51.18,2.66,30.44,0.00,40.94,3.34
G0179,"Physician re-certification for medicare-covered home health  services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians to affirm the initial im",N,O,48276,1161288,564871,1160139,84.66,6.76,1830.00,35.25,40.67,6.76,51.18,3.02,30.23,0.00,40.94,3.26
G0180,"Physician certification for medicare-covered home health  services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians to affirm the initial imple",N,F,7877,78186,69687,78155,139.39,16.25,5000.00,59.36,53.09,16.25,65.19,3.27,40.84,0.00,51.58,3.41
G0180,"Physician certification for medicare-covered home health  services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians to affirm the initial imple",N,O,67225,1293506,1098961,1291116,110.49,0.01,2787.69,46.31,53.10,0.01,65.95,3.93,40.58,0.00,52.10,3.75
G0181,Physician supervision of a patient receiving medicare-covered services provided by a participating home health agency (patient not present) requiring complex and multidisciplinary care modalities involving regular physician development and/or revision of c,N,F,222,1631,1101,1631,208.59,85.00,500.00,68.48,108.38,84.68,123.37,6.49,84.20,0.00,96.73,7.00
G0181,Physician supervision of a patient receiving medicare-covered services provided by a participating home health agency (patient not present) requiring complex and multidisciplinary care modalities involving regular physician development and/or revision of c,N,O,9376,428749,176133,427769,157.41,0.01,1352.00,53.03,105.95,0.01,137.01,9.39,82.08,0.00,109.61,7.84
G0182,"Physician supervision of a patient under a medicare-approved hospice (patient not present) requiring complex and multidisciplinary care modalities involving regular physician development and/or revision of care plans, review of subsequent reports of patien",N,F,192,744,535,744,208.65,75.00,419.00,77.41,106.14,75.00,125.01,6.41,78.04,0.00,98.01,12.52
G0182,"Physician supervision of a patient under a medicare-approved hospice (patient not present) requiring complex and multidisciplinary care modalities involving regular physician development and/or revision of care plans, review of subsequent reports of patien",N,O,3806,32308,18390,32192,176.50,0.01,1125.00,61.48,105.02,0.01,137.73,10.19,78.98,0.00,108.29,10.56
G0186,"Destruction of localized lesion of choroid (for example, choroidal neovascularization); photocoagulation, feeder vessel technique (one or more sessions)",N,O,8,119,108,119,1947.29,1927.00,1979.33,10.27,990.01,557.97,1067.35,123.97,777.61,438.41,842.55,97.47
G0202,"Screening mammography, producing direct digital image, bilateral, all views",N,F,12019,3620339,3620273,3620274,105.24,20.82,489.80,38.23,34.50,17.17,143.33,1.63,33.93,0.00,140.46,1.62
G0202,"Screening mammography, producing direct digital image, bilateral, all views",N,O,13636,2304904,2243041,2244492,263.00,25.00,1745.00,108.83,122.05,16.69,179.81,36.02,119.91,0.00,178.01,35.41
G0204,"Diagnostic mammography, producing direct digital image, bilateral, all views",N,F,10704,424468,421542,424360,137.46,15.00,618.67,50.73,43.35,15.00,58.23,2.05,30.80,0.00,46.58,2.89
G0204,"Diagnostic mammography, producing direct digital image, bilateral, all views",N,O,7926,239023,229765,231622,324.80,38.00,1799.14,148.28,154.54,0.98,219.72,40.64,111.68,0.00,174.02,30.53
G0206,"Diagnostic mammography, producing direct digital image, unilateral, all views",N,F,10945,526968,510555,526178,107.01,15.00,677.00,37.93,34.69,0.94,46.79,1.67,24.33,0.00,36.85,2.33
G0206,"Diagnostic mammography, producing direct digital image, unilateral, all views",N,O,8623,291672,273279,284595,258.89,19.00,28192.00,124.84,121.21,1.11,173.09,32.71,85.53,0.00,138.47,24.22
G0237,"Therapeutic procedures to increase strength or endurance of respiratory muscles, face to face, one on one, each 15 minutes (includes monitoring)",N,O,235,124600,2680,39928,27.20,9.88,251.00,13.73,11.65,8.19,14.52,1.36,9.07,0.00,11.45,1.08
G0238,"Therapeutic procedures to improve respiratory function, other than described by g0237, one on one, face to face, per 15 minutes (includes monitoring)",N,O,314,184886,2787,40651,26.64,0.01,250.00,13.42,12.25,0.01,14.17,1.30,9.56,0.00,11.28,1.05
G0239,"Therapeutic procedures to improve respiratory function or increase strength or endurance of respiratory muscles, two or more individuals (includes monitoring)",N,O,101,11075,934,11047,37.75,12.07,200.00,20.57,12.89,10.54,15.75,1.08,10.10,0.00,12.39,0.89
G0452,Molecular pathology procedure; physician interpretation and report,N,O,731,33484,19815,21430,71.34,16.30,500.00,46.60,18.67,14.06,25.00,1.00,14.47,0.00,19.60,0.96
G0245,"Initial physician evaluation and management of a diabetic patient with diabetic sensory neuropathy resulting in a loss of protective sensation (lops) which must include: (1) the diagnosis of lops, (2) a patient history, (3) a physical examination that cons",N,F,23,387,386,387,123.76,42.88,335.00,66.37,40.30,34.60,46.07,1.41,30.93,18.31,35.36,2.10
J0130,"Injection abciximab, 10 mg",Y,O,50,405,168,209,100.49,0.01,1313.00,111.62,96.24,0.01,629.40,77.61,74.46,0.01,493.45,55.73
G0246,"Follow-up physician evaluation and management of a diabetic patient with diabetic sensory neuropathy resulting in a loss of protective sensation (lops) to include at least the following: (1) a patient history, (2) a physical examination that includes: (a)",N,F,28,285,246,285,80.61,23.14,148.33,33.96,20.30,17.14,23.07,0.67,13.92,2.68,18.09,2.09
G0246,"Follow-up physician evaluation and management of a diabetic patient with diabetic sensory neuropathy resulting in a loss of protective sensation (lops) to include at least the following: (1) a patient history, (2) a physical examination that includes: (a)",N,O,492,8139,6578,8139,62.92,0.01,253.00,20.64,36.30,0.01,44.03,2.84,25.97,0.00,35.14,3.48
G0247,"Routine foot care by a physician of a diabetic patient with diabetic sensory neuropathy resulting in a loss of protective sensation (lops) to include, the local care of superficial wounds (i. e. superficial to muscle and fascia) and at least the following",N,F,30,586,549,586,124.71,15.00,218.00,46.99,22.36,15.00,25.19,0.85,16.53,2.98,19.74,1.83
G0247,"Routine foot care by a physician of a diabetic patient with diabetic sensory neuropathy resulting in a loss of protective sensation (lops) to include, the local care of superficial wounds (i. e. superficial to muscle and fascia) and at least the following",N,O,383,7817,6135,7816,94.31,26.00,252.00,41.51,68.04,26.00,88.26,7.57,50.20,0.00,70.61,6.65
G0248,"Demonstration, prior to initiation of home inr monitoring, for patient with either mechanical heart valve(s), chronic atrial fibrillation, or venous thromboembolism who meets medicare coverage criteria, under the direction of a physician; includes: face-to",N,O,1274,45445,44659,45440,324.97,0.01,885.80,55.34,130.12,0.01,154.72,11.34,98.73,0.00,123.23,10.07
G0249,"Provision of test materials and equipment for home inr monitoring of patient with either mechanical heart valve(s), chronic atrial fibrillation, or venous thromboembolism who meets medicare coverage criteria; includes: provision of materials for use in the",N,O,138,1009048,162139,1009028,264.53,10.00,457.50,17.82,130.34,10.00,152.41,11.00,98.59,7.46,119.49,9.95
G0250,"Physician review, interpretation, and patient management of home inr testing for patient with either mechanical heart valve(s), chronic atrial fibrillation, or venous thromboembolism who meets medicare coverage criteria; testing not occurring more frequent",N,F,250,8220,2385,8220,25.46,8.74,100.00,10.77,8.39,7.23,9.80,0.70,6.31,0.00,7.68,0.73
G0250,"Physician review, interpretation, and patient management of home inr testing for patient with either mechanical heart valve(s), chronic atrial fibrillation, or venous thromboembolism who meets medicare coverage criteria; testing not occurring more frequent",N,O,7010,253851,53282,253782,22.77,2.50,375.00,15.26,8.86,2.50,11.95,0.47,6.72,0.00,9.56,0.53
G0260,"Injection procedure for sacroiliac joint; provision of anesthetic, steroid and/or other therapeutic agent, with or without arthrography",N,F,1495,67903,36020,50805,1840.92,200.00,12000.00,1199.28,260.78,100.00,461.31,46.01,202.39,75.16,361.67,35.69
G0268,Removal of impacted cerumen (one or both ears) by physician on same date of service as audiologic function testing,N,F,264,2705,2539,2704,91.52,27.00,363.00,46.61,30.68,0.08,35.76,3.59,21.72,0.00,28.04,3.50
G0268,Removal of impacted cerumen (one or both ears) by physician on same date of service as audiologic function testing,N,O,4483,135830,126844,135771,101.23,0.01,7500.00,40.68,51.32,0.01,74.94,4.97,38.10,0.00,58.75,4.67
G0328,"Colorectal cancer screening; fecal occult blood test, immunoassay, 1-3 simultaneous",N,O,21163,625434,624599,624601,51.14,0.01,500.00,28.38,21.13,0.01,21.86,2.19,20.77,0.00,21.86,2.17
G0270,"Medical nutrition therapy; reassessment and subsequent intervention(s) following second referral in same year for change in diagnosis, medical condition or treatment regimen (including additional hours needed for renal disease), individual, face to face wi",N,F,27,483,112,181,66.17,12.26,96.00,23.87,23.47,12.26,28.05,1.45,22.91,12.02,27.49,1.88
G0270,"Medical nutrition therapy; reassessment and subsequent intervention(s) following second referral in same year for change in diagnosis, medical condition or treatment regimen (including additional hours needed for renal disease), individual, face to face wi",N,O,257,30038,3533,8137,50.27,20.00,500.00,20.19,27.15,20.00,32.32,1.58,26.66,9.80,31.67,1.55
G0271,"Medical nutrition therapy, reassessment and subsequent intervention(s) following second referral in same year for change in diagnosis, medical condition, or treatment regimen (including additional hours needed for renal disease), group (2 or more individua",N,F,4,61,15,55,21.88,12.26,25.00,5.17,12.75,12.26,13.25,0.26,12.55,12.01,13.25,0.28
G0271,"Medical nutrition therapy, reassessment and subsequent intervention(s) following second referral in same year for change in diagnosis, medical condition, or treatment regimen (including additional hours needed for renal disease), group (2 or more individua",N,O,28,660,208,282,37.58,12.29,105.00,13.49,13.75,10.96,16.62,0.88,13.52,10.89,16.62,0.86
G0275,"Renal angiography, non-selective, one or both kidneys, performed at the same time as cardiac catheterization and/or coronary angiography, includes positioning or placement of any catheter in the abdominal aorta at or near the origins (ostia) of the renal a",N,F,1274,4720,4685,4709,76.94,1.00,2706.00,153.94,11.83,1.00,16.25,0.50,9.30,0.00,12.81,0.48
G0275,"Renal angiography, non-selective, one or both kidneys, performed at the same time as cardiac catheterization and/or coronary angiography, includes positioning or placement of any catheter in the abdominal aorta at or near the origins (ostia) of the renal a",N,O,40,67,67,67,85.04,20.00,400.00,76.82,11.82,11.36,13.12,0.44,9.21,6.31,10.29,0.61
G0278,"Iliac and/or femoral artery angiography, non-selective, bilateral or ipsilateral to catheter insertion, performed at the same time as cardiac catheterization and/or coronary angiography, includes positioning or placement of the catheter in the distal aorta",N,F,1297,9930,9639,9918,59.54,11.57,1133.00,84.23,12.20,10.11,13.46,0.47,9.57,0.00,10.74,0.43
G0278,"Iliac and/or femoral artery angiography, non-selective, bilateral or ipsilateral to catheter insertion, performed at the same time as cardiac catheterization and/or coronary angiography, includes positioning or placement of the catheter in the distal aorta",N,O,30,60,60,60,121.81,20.00,2803.00,354.34,12.11,11.43,12.98,0.62,9.58,8.96,10.30,0.54
G0281,"Electrical stimulation, (unattended), to one or more areas, for chronic stage iii and stage iv pressure ulcers, arterial ulcers, diabetic ulcers, and venous statsis ulcers not demonstrating measurable signs of healing after 30 days of conventional care, as",N,O,137,5253,946,5253,31.56,0.01,125.00,12.47,11.85,0.01,15.57,1.13,9.19,0.01,12.21,0.95
G0283,"Electrical stimulation (unattended), to one or more areas for indication(s) other than wound care, as part of a therapy plan of care",N,F,13,32,22,31,285.15,12.21,4000.00,959.37,11.41,9.51,13.41,1.01,8.99,7.46,10.51,0.81
G0283,"Electrical stimulation (unattended), to one or more areas for indication(s) other than wound care, as part of a therapy plan of care",N,O,36716,6598506,992380,6591867,31.67,0.01,613.58,15.50,10.86,0.01,29.10,0.80,8.40,0.00,23.28,0.67
G0288,"Reconstruction, computed tomographic angiography of aorta for surgical planning for vascular surgery",N,F,19,234,227,234,358.47,101.00,716.00,110.77,36.36,35.15,47.47,1.42,25.98,3.62,37.98,2.77
G0288,"Reconstruction, computed tomographic angiography of aorta for surgical planning for vascular surgery",N,O,110,2143,1899,2142,635.97,95.00,1554.00,466.27,40.69,34.27,47.47,4.03,31.57,13.78,37.47,3.10
G0289,"Arthroscopy, knee, surgical, for removal of loose body, foreign body, debridement/shaving of articular cartilage (chrondroplasty) at the time of other surgical knee arthroscopy in a different compartment of the same knee",N,F,2598,7164,6982,7038,1395.69,19.00,13513.00,1511.13,84.92,10.59,130.28,15.41,66.25,0.00,102.14,12.75
G0289,"Arthroscopy, knee, surgical, for removal of loose body, foreign body, debridement/shaving of articular cartilage (chrondroplasty) at the time of other surgical knee arthroscopy in a different compartment of the same knee",N,O,56,70,69,69,1435.52,43.20,7353.75,1503.67,85.97,13.35,106.46,10.58,66.77,0.00,85.17,11.60
G0306,"Complete cbc, automated (hgb, hct, rbc, wbc, without platelet count) and automated wbc differential count",N,O,405,58765,43090,58754,29.11,0.01,154.94,7.82,10.66,0.01,10.69,0.23,10.50,0.01,10.69,0.23
G0307,"Complete (cbc), automated (hgb, hct, rbc, wbc; without platelet count)",N,O,181,36640,28636,36632,33.49,0.01,97.68,10.55,8.63,0.01,8.89,0.74,8.50,0.01,8.89,0.73
G0328,"Colorectal cancer screening; fecal occult blood test, immunoassay, 1-3 simultaneous",N,F,22,67,67,67,43.66,21.15,68.00,7.41,21.54,12.40,21.86,1.62,20.25,0.00,21.86,4.37
J0588,"Injection, incobotulinumtoxin a, 1 unit",Y,O,706,1003987,3447,6752,9.96,2.55,850.00,5.29,4.41,2.55,4.69,0.21,3.44,0.00,3.63,0.22
G0339,"Image-guided robotic linear accelerator-based stereotactic radiosurgery, complete course of therapy in one session or first session of fractionated treatment",N,F,16,222,206,221,2853.77,27.00,15500.00,1953.83,1336.48,27.00,4000.00,637.61,1042.43,21.17,3152.00,500.93
G0339,"Image-guided robotic linear accelerator-based stereotactic radiosurgery, complete course of therapy in one session or first session of fractionated treatment",N,O,107,1714,1571,1713,14984.75,1676.78,50000.00,11844.43,3099.95,803.68,5037.14,1062.81,2428.71,0.00,4022.28,831.23
G0340,"Image-guided robotic linear accelerator-based stereotactic radiosurgery, delivery including collimator changes and custom plugging, fractionated treatment, all lesions, per session, second through fifth sessions, maximum five sessions per course of treatme",N,F,19,345,125,345,2721.22,27.00,5413.00,1594.94,1241.77,27.00,2785.69,574.20,976.23,21.17,2183.98,450.38
